title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors
Color of Night,Color of Night,40000000,19726050.0,-20273950.0,0,0,2,121.0,Drama,6,"Drama,Mystery,Romance,Thriller",1994-08-19,Richard Rush,Bruce Willis
Dazed and Confused,Dazed and Confused,6900000,7993039.0,1093039.0,1,0,1,102.0,Comedy,3,"Comedy,Drama",1993-09-24,Richard Linklater,Jason London
Demolition Man,Demolition Man,57000000,159055768.0,102055768.0,1,0,1,115.0,Crime,4,"Crime,Action,Science Fiction",1993-10-08,Marco Brambilla,Sylvester Stallone
For Love or Money,For Love or Money,30000000,11146270.0,-18853730.0,0,0,1,94.0,Comedy,3,"Comedy,Romance",1993-10-01,Barry Sonnenfeld,Michael J. Fox
The Firm,The Firm,42000000,270248367.0,228248367.0,1,0,1,154.0,Drama,6,"Drama,Mystery,Thriller",1993-06-30,Sydney Pollack,Tom Cruise
Free Willy,Free Willy,20000000,153698625.0,133698625.0,1,1,1,112.0,Family,7,"Family,Adventure",1993-07-16,Simon Wincer,Jason James Richter
The Fugitive,The Fugitive,44000000,368875760.0,324875760.0,1,1,1,130.0,Adventure,1,"Adventure,Action,Thriller,Crime,Mystery",1993-08-06,Andrew Davis,Harrison Ford
Geronimo: An American Legend,Geronimo: An American Legend,35000000,18635620.0,-16364380.0,0,0,2,115.0,History,10,"History,Action,Drama,Western",1993-12-10,Walter Hill,Jason Patric
Hard Target,Hard Target,18000000,74189677.0,56189677.0,1,1,1,97.0,Action,0,"Action,Adventure,Crime,Thriller",1993-08-20,John Woo,Jean-Claude Van Damme
Hot Shots! Part Deux,Hot Shots! Part Deux,25000000,133752825.0,108752825.0,1,1,1,86.0,Action,0,"Action,Comedy,War",1993-05-21,Jim Abrahams,Charlie Sheen
In the Line of Fire,In the Line of Fire,40000000,176997168.0,136997168.0,1,0,1,128.0,Action,0,"Action,Drama,Thriller,Crime,Mystery",1993-07-08,Wolfgang Petersen,Clint Eastwood
In the Name of the Father,In the Name of the Father,13000000,65796862.0,52796862.0,1,0,1,133.0,Drama,6,Drama,1993-12-12,Jim Sheridan,Daniel Day-Lewis
Jurassic Park,Jurassic Park,63000000,920100000.0,857100000.0,1,1,2,127.0,Adventure,1,"Adventure,Science Fiction",1993-06-11,Steven Spielberg,Sam Neill
Kalifornia,Kalifornia,9000000,2395231.0,-6604769.0,0,0,1,117.0,Thriller,17,"Thriller,Crime",1993-09-01,Dominic Sena,Brad Pitt
Killing Zoe,Killing Zoe,1500000,418961.0,-1081039.0,0,0,2,96.0,Action,0,"Action,Crime,Drama,Thriller",1993-10-01,Roger Avary,Eric Stoltz
Last Action Hero,Last Action Hero,85000000,137298489.0,52298489.0,1,0,1,130.0,Adventure,1,"Adventure,Fantasy,Action,Comedy,Family",1993-06-18,John McTiernan,Arnold Schwarzenegger
Manhattan Murder Mystery,Manhattan Murder Mystery,13500000,11285588.0,-2214412.0,0,0,1,104.0,Comedy,3,"Comedy,Mystery",1993-08-18,Woody Allen,Woody Allen
Menace II Society,Menace II Society,3500000,27900000.0,24400000.0,1,0,1,97.0,Drama,6,"Drama,Action,Crime",1993-05-26,Albert Hughes,Tyrin Turner
Executive Decision,Executive Decision,55000000,121969216.0,66969216.0,1,0,1,133.0,Action,0,"Action,Adventure,Drama,Thriller",1996-03-15,Stuart Baird,Kurt Russell
Mrs. Doubtfire,Mrs. Doubtfire,25000000,441286195.0,416286195.0,1,0,1,125.0,Comedy,3,"Comedy,Drama,Family",1993-11-24,Chris Columbus,Robin Williams
The Next Karate Kid,The Next Karate Kid,12000000,15826984.0,3826984.0,1,1,1,107.0,Adventure,1,Adventure,1994-07-18,Christopher Cain,Pat Morita
No Escape,No Escape,20000000,15340000.0,-4660000.0,0,0,1,118.0,Action,0,"Action,Drama,Science Fiction,Thriller",1994-04-29,Martin Campbell,Ray Liotta
A Perfect World,A Perfect World,30000000,135130999.0,105130999.0,1,0,1,138.0,Crime,4,"Crime,Drama,Thriller",1993-11-24,Clint Eastwood,Kevin Costner
Philadelphia,Philadelphia,26000000,206678440.0,180678440.0,1,0,1,125.0,Drama,6,Drama,1993-12-22,Jonathan Demme,Tom Hanks
The Piano,The Piano,7000000,116700000.0,109700000.0,1,0,2,121.0,Drama,6,"Drama,Romance",1993-05-19,Jane Campion,Holly Hunter
Poetic Justice,Poetic Justice,14000000,27515786.0,13515786.0,1,0,2,109.0,Drama,6,"Drama,Romance",1993-07-23,John Singleton,Janet Jackson
The Ref,The Ref,11000000,11439193.0,439193.0,1,0,1,97.0,Comedy,3,Comedy,1994-03-09,Ted Demme,Denis Leary
The Remains of the Day,The Remains of the Day,11500000,23237911.0,11737911.0,1,0,1,134.0,Drama,6,"Drama,Romance",1993-11-05,James Ivory,Anthony Hopkins
Renaissance Man,Renaissance Man,40000000,24332324.0,-15667676.0,0,0,2,128.0,Comedy,3,"Comedy,War",1994-06-03,Penny Marshall,Danny DeVito
RoboCop 3,RoboCop 3,22000000,10696210.0,-11303790.0,0,1,2,104.0,Action,0,"Action,Adventure,Crime,Science Fiction,Thriller",1993-04-17,Fred Dekker,Robert John Burke
Robin Hood: Men in Tights,Robin Hood: Men in Tights,20000000,35739755.0,15739755.0,1,0,1,104.0,Comedy,3,Comedy,1993-07-28,Mel Brooks,Cary Elwes
Romeo Is Bleeding,Romeo Is Bleeding,11500000,3275585.0,-8224415.0,0,0,1,100.0,Action,0,"Action,Crime,Drama,Thriller",1993-09-13,Peter Medak,Gary Oldman
Ruby in Paradise,Ruby in Paradise,800000,1001437.0,201437.0,1,0,1,114.0,Drama,6,"Drama,Romance",1993-10-08,Victor Nunez,Ashley Judd
Rudy,Rudy,12000000,22750363.0,10750363.0,1,0,2,114.0,Drama,6,Drama,1993-09-17,David Anspaugh,Sean Astin
Schindler's List,Schindler's List,22000000,321365567.0,299365567.0,1,0,4,195.0,Drama,6,"Drama,History,War",1993-11-29,Steven Spielberg,Liam Neeson
Serial Mom,Serial Mom,13000000,7820688.0,-5179312.0,0,0,1,95.0,Comedy,3,"Comedy,Crime,Horror,Thriller",1994-04-13,John Waters,Kathleen Turner
The Shadow,The Shadow,25000000,48063435.0,23063435.0,1,1,1,108.0,Adventure,1,"Adventure,Fantasy,Action,Thriller,Science Fiction",1994-07-01,Russell Mulcahy,Alec Baldwin
Sleepless in Seattle,Sleepless in Seattle,21000000,227799884.0,206799884.0,1,0,1,105.0,Comedy,3,"Comedy,Drama,Romance",1993-06-24,Nora Ephron,Tom Hanks
Sliver,Sliver,40000000,116300000.0,76300000.0,1,0,1,108.0,Drama,6,"Drama,Thriller",1993-05-21,Phillip Noyce,Sharon Stone
Blade Runner,Blade Runner,28000000,33139618.0,5139618.0,1,1,5,117.0,Science Fiction,15,"Science Fiction,Drama,Thriller",1982-06-25,Ridley Scott,Harrison Ford
So I Married an Axe Murderer,So I Married an Axe Murderer,20000000,11585483.0,-8414517.0,0,0,2,93.0,Comedy,3,"Comedy,Crime,Romance",1993-07-30,Thomas Schlamme,Mike Myers
Super Mario Bros.,Super Mario Bros.,48000000,20915465.0,-27084535.0,0,0,1,104.0,Adventure,1,"Adventure,Comedy,Family,Fantasy",1993-05-28,Annabel Jankel,Bob Hoskins
Surviving the Game,Surviving the Game,7400000,7690013.0,290013.0,1,0,1,96.0,Action,0,"Action,Adventure,Thriller,Crime",1994-04-15,Ernest R. Dickerson,Ice-T
Terminal Velocity,Terminal Velocity,50000000,16478900.0,-33521100.0,0,0,1,102.0,Action,0,"Action,Thriller",1994-09-23,Deran Sarafian,Charlie Sheen
The Nightmare Before Christmas,The Nightmare Before Christmas,18000000,75634409.0,57634409.0,1,0,1,76.0,Fantasy,8,"Fantasy,Animation,Family",1993-10-09,Henry Selick,Danny Elfman
The Three Musketeers,The Three Musketeers,30000000,53898845.0,23898845.0,1,0,1,105.0,Action,0,"Action,Adventure,Comedy",1993-11-11,Stephen Herek,Charlie Sheen
Tombstone,Tombstone,25000000,56505065.0,31505065.0,1,0,3,130.0,Action,0,"Action,Adventure,Drama,History,Western",1993-12-25,George P. Cosmatos,Kurt Russell
True Romance,True Romance,12500000,12281551.0,-218449.0,0,0,2,120.0,Action,0,"Action,Thriller,Crime,Romance",1993-09-09,Tony Scott,Christian Slater
The Pagemaster,The Pagemaster,27000000,13670688.0,-13329312.0,0,0,5,80.0,Fantasy,8,"Fantasy,Science Fiction,Family,Animation",1994-11-23,Joe Johnston,Macaulay Culkin
Home Alone,Home Alone,18000000,476684675.0,458684675.0,1,1,1,103.0,Comedy,3,"Comedy,Family",1990-11-09,Chris Columbus,Macaulay Culkin
Ghost,Ghost,22000000,505000000.0,483000000.0,1,0,1,127.0,Fantasy,8,"Fantasy,Drama,Thriller,Mystery,Romance",1990-07-12,Jerry Zucker,Patrick Swayze
Aladdin,Aladdin,28000000,504050219.0,476050219.0,1,1,1,90.0,Animation,2,"Animation,Family,Comedy,Adventure,Fantasy,Romance",1992-11-25,Ron Clements,Scott Weinger
Terminator 2: Judgment Day,Terminator 2: Judgment Day,100000000,520000000.0,420000000.0,1,1,2,137.0,Action,0,"Action,Thriller,Science Fiction",1991-07-01,James Cameron,Arnold Schwarzenegger
Dances with Wolves,Dances with Wolves,22000000,424208848.0,402208848.0,1,0,1,181.0,Adventure,1,"Adventure,Drama,Western",1990-11-09,Kevin Costner,Kevin Costner
Batman,Batman,35000000,411348924.0,376348924.0,1,1,2,126.0,Fantasy,8,"Fantasy,Action",1989-06-23,Tim Burton,Jack Nicholson
The Silence of the Lambs,The Silence of the Lambs,19000000,272742922.0,253742922.0,1,1,1,119.0,Crime,4,"Crime,Drama,Thriller",1991-02-01,Jonathan Demme,Jodie Foster
Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,1488423,184925486.0,183437063.0,1,0,1,83.0,Fantasy,8,"Fantasy,Animation,Family",1937-12-20,David Hand,Adriana Caselotti
Beauty and the Beast,Beauty and the Beast,25000000,377350553.0,352350553.0,1,1,2,84.0,Romance,14,"Romance,Family,Animation,Fantasy,Music",1991-11-13,Gary Trousdale,"""Paige OHara"""
Pinocchio,Pinocchio,2600000,84300000.0,81700000.0,1,0,1,88.0,Animation,2,"Animation,Family",1940-02-23,Hamilton Luske,Mel Blanc
Pretty Woman,Pretty Woman,14000000,463000000.0,449000000.0,1,0,3,119.0,Romance,14,"Romance,Comedy",1990-03-23,Garry Marshall,Julia Roberts
The Wild Bunch,The Wild Bunch,6244087,638641.0,-5605446.0,0,0,3,145.0,Adventure,1,"Adventure,Western",1969-06-17,Sam Peckinpah,William Holden
Fargo,Fargo,7000000,60611975.0,53611975.0,1,0,1,98.0,Crime,4,"Crime,Drama,Thriller",1996-04-05,Joel Coen,William H. Macy
Hellraiser: Bloodline,Hellraiser: Bloodline,4000000,16675000.0,12675000.0,1,1,1,86.0,Horror,11,"Horror,Thriller,Science Fiction",1996-03-08,Kevin Yagher,Bruce Ramsay
The Aristocats,The Aristocats,4000000,55675257.0,51675257.0,1,0,1,78.0,Animation,2,"Animation,Comedy,Family,Adventure",1970-12-23,Wolfgang Reitherman,Phil Harris
Primal Fear,Primal Fear,30000000,102616183.0,72616183.0,1,0,2,129.0,Crime,4,"Crime,Drama,Mystery,Thriller",1996-04-03,Gregory Hoblit,Richard Gere
Girl 6,Girl 6,12000000,4939939.0,-7060061.0,0,0,1,108.0,Comedy,3,Comedy,1996-03-22,Spike Lee,Theresa Randle
Courage Under Fire,Courage Under Fire,46000000,100860818.0,54860818.0,1,0,1,117.0,Drama,6,"Drama,Thriller,Mystery,War",1996-07-04,Edward Zwick,Denzel Washington
Mission: Impossible,Mission: Impossible,80000000,457696359.0,377696359.0,1,1,3,110.0,Adventure,1,"Adventure,Action,Thriller",1996-05-22,Brian De Palma,Tom Cruise
DragonHeart,DragonHeart,57000000,115267375.0,58267375.0,1,1,1,103.0,Fantasy,8,Fantasy,1996-05-31,Rob Cohen,Dennis Quaid
James and the Giant Peach,James and the Giant Peach,38000000,28921264.0,-9078736.0,0,0,1,79.0,Adventure,1,"Adventure,Animation,Family",1996-04-12,Henry Selick,Miriam Margolyes
Faithful,Faithful,13000000,9789900.0,-3210100.0,0,0,1,91.0,Comedy,3,"Comedy,Crime,Drama",1996-04-03,Paul Mazursky,Cher
Space Jam,Space Jam,80000000,250200000.0,170200000.0,1,0,1,88.0,Animation,2,"Animation,Comedy,Drama,Family,Fantasy",1996-11-15,Joe Pytka,Michael Jordan
Barbarella,Barbarella,9000000,2500000.0,-6500000.0,0,0,1,98.0,Science Fiction,15,Science Fiction,1968-10-10,Roger Vadim,Jane Fonda
Mrs. Winterbourne,Mrs. Winterbourne,25000000,10070000.0,-14930000.0,0,0,1,105.0,Comedy,3,"Comedy,Romance,Drama",1996-04-19,Richard Benjamin,Shirley MacLaine
The Quest,The Quest,30000000,57400547.0,27400547.0,1,0,1,95.0,Action,0,"Action,Adventure",1996-04-19,Jean-Claude Van Damme,Jean-Claude Van Damme
Oliver & Company,Oliver & Company,31000000,74151346.0,43151346.0,1,0,1,74.0,Animation,2,"Animation,Comedy,Family",1988-11-18,George Scribner,Joey Lawrence
Flipper,Flipper,25530000,20080020.0,-5449980.0,0,0,1,95.0,Adventure,1,"Adventure,Family",1996-05-17,Alan Shapiro,Elijah Wood
The Horseman on the Roof,Le Hussard sur le toit,35000000,15000000.0,-20000000.0,0,0,2,135.0,War,18,"War,Adventure,Drama,Romance",1995-09-20,Jean-Paul Rappeneau,Juliette Binoche
The Craft,The Craft,15000000,24769466.0,9769466.0,1,0,1,101.0,Drama,6,"Drama,Fantasy,Horror,Thriller",1996-05-03,Andrew Fleming,Robin Tunney
Original Gangstas,Original Gangstas,4800000,3014000.0,-1786000.0,0,0,2,99.0,Action,0,"Action,Drama,Crime,Thriller",1996-05-10,Larry Cohen,Fred Williamson
The Rock,The Rock,75000000,335062621.0,260062621.0,1,0,1,136.0,Action,0,"Action,Adventure,Thriller",1996-06-06,Michael Bay,Sean Connery
Twister,Twister,92000000,494471524.0,402471524.0,1,0,1,113.0,Action,0,"Action,Adventure,Drama",1996-05-10,Jan de Bont,Helen Hunt
The Arrival,The Arrival,25000000,14048372.0,-10951628.0,0,1,1,115.0,Action,0,"Action,Mystery,Science Fiction,Thriller",1996-05-31,David Twohy,Charlie Sheen
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9440272.0,7640272.0,1,0,1,95.0,Drama,6,"Drama,Comedy,War",1964-01-29,Stanley Kubrick,Peter Sellers
The Phantom,The Phantom,45000000,17300889.0,-27699111.0,0,0,1,100.0,Adventure,1,"Adventure,Action",1996-06-06,Simon Wincer,Billy Zane
Striptease,Striptease,50000000,113309743.0,63309743.0,1,0,1,115.0,Drama,6,"Drama,Thriller,Crime",1996-06-28,Andrew Bergman,Demi Moore
Jack,Jack,45000000,58620973.0,13620973.0,1,0,1,113.0,Comedy,3,"Comedy,Drama,Science Fiction",1996-08-09,Francis Ford Coppola,Robin Williams
Trainspotting,Trainspotting,4000000,16491080.0,12491080.0,1,1,1,93.0,Drama,6,"Drama,Crime",1996-02-23,Danny Boyle,Ewan McGregor
Independence Day,Independence Day,75000000,816969268.0,741969268.0,1,1,1,145.0,Action,0,"Action,Adventure,Science Fiction",1996-06-25,Roland Emmerich,Will Smith
The Fan,The Fan,55000000,18626419.0,-36373581.0,0,0,1,116.0,Drama,6,"Drama,Mystery,Thriller",1996-08-15,Tony Scott,Robert De Niro
The Hunchback of Notre Dame,The Hunchback of Notre Dame,100000000,100138851.0,138851.0,1,1,2,91.0,Drama,6,"Drama,Animation,Family",1996-06-21,Gary Trousdale,Tom Hulce
The Cable Guy,The Cable Guy,47000000,102825796.0,55825796.0,1,0,1,96.0,Comedy,3,"Comedy,Drama,Thriller",1996-06-10,Ben Stiller,Jim Carrey
Kingpin,Kingpin,27000000,25023434.0,-1976566.0,0,0,1,113.0,Comedy,3,Comedy,1996-07-04,Bobby Farrelly,Woody Harrelson
Eraser,Eraser,100000000,242295562.0,142295562.0,1,0,1,115.0,Action,0,"Action,Drama,Mystery,Thriller",1996-06-21,Chuck Russell,Arnold Schwarzenegger
The Nutty Professor,The Nutty Professor,54000000,128769345.0,74769345.0,1,1,1,95.0,Fantasy,8,"Fantasy,Comedy,Romance,Science Fiction",1996-06-26,Tom Shadyac,Eddie Murphy
Daylight,Daylight,80000000,159212469.0,79212469.0,1,0,1,115.0,Action,0,"Action,Adventure,Thriller",1996-12-06,Rob Cohen,Sylvester Stallone
The Frighteners,The Frighteners,30000000,29359216.0,-640784.0,0,0,1,110.0,Horror,11,"Horror,Comedy",1996-07-18,Peter Jackson,Michael J. Fox
Lone Star,Lone Star,5000000,13269963.0,8269963.0,1,0,2,135.0,Drama,6,"Drama,Mystery,Romance",1996-06-21,John Sayles,Chris Cooper
Phenomenon,Phenomenon,32000000,152036382.0,120036382.0,1,0,1,123.0,Drama,6,"Drama,Fantasy,Romance,Science Fiction",1996-07-05,Jon Turteltaub,John Travolta
She's the One,She's the One,3500000,9482579.0,5982579.0,1,0,2,96.0,Comedy,3,"Comedy,Romance",1996-08-26,Edward Burns,Edward Burns
A Time to Kill,A Time to Kill,40000000,152266007.0,112266007.0,1,0,1,149.0,Crime,4,"Crime,Drama,Thriller",1996-07-24,Joel Schumacher,Matthew McConaughey
Fled,Fled,25000000,17193231.0,-7806769.0,0,0,1,98.0,Action,0,"Action,Comedy,Thriller",1996-07-19,Kevin Hooks,Laurence Fishburne
Joe's Apartment,Joe's Apartment,13000000,4619014.0,-8380986.0,0,0,1,78.0,Fantasy,8,"Fantasy,Comedy,Music",1996-07-26,John Payson,"""Jerry OConnell"""
The First Wives Club,The First Wives Club,26000000,116400000.0,90400000.0,1,0,1,102.0,Comedy,3,Comedy,1996-09-20,Hugh Wilson,Goldie Hawn
Ransom,Ransom,80000000,309492681.0,229492681.0,1,0,1,117.0,Action,0,"Action,Thriller",1996-11-08,Ron Howard,Mel Gibson
Chain Reaction,Chain Reaction,50000000,60209334.0,10209334.0,1,0,1,107.0,Action,0,"Action,Drama,Science Fiction,Thriller",1996-08-02,Andrew Davis,Keanu Reeves
Matilda,Matilda,36000000,33459416.0,-2540584.0,0,0,1,98.0,Comedy,3,"Comedy,Family,Fantasy",1996-08-02,Danny DeVito,Mara Wilson
Emma,Emma,6000000,22231658.0,16231658.0,1,0,1,121.0,Drama,6,"Drama,Comedy,Romance",1996-08-02,Douglas McGrath,Gwyneth Paltrow
The Crow: City of Angels,The Crow: City of Angels,13000000,17917287.0,4917287.0,1,1,2,84.0,Action,0,"Action,Fantasy,Thriller",1996-08-29,Tim Pope,Vincent Pérez
Bordello of Blood,Bordello of Blood,15000000,5600000.0,-9400000.0,0,1,2,87.0,Horror,11,"Horror,Comedy",1996-08-16,Gilbert Adler,Dennis Miller
The Spitfire Grill,The Spitfire Grill,6000000,12643776.0,6643776.0,1,0,1,117.0,Comedy,3,"Comedy,Drama",1996-08-23,Lee David Zlotoff,Alison Elliott
Escape from L.A.,Escape from L.A.,50000000,42277365.0,-7722635.0,0,1,1,97.0,Action,0,"Action,Adventure,Science Fiction,Thriller",1996-08-09,John Carpenter,Kurt Russell
Basquiat,Basquiat,2962051,3011195.0,49144.0,1,0,2,108.0,Drama,6,"Drama,History",1996-08-09,Julian Schnabel,Jeffrey Wright
Tin Cup,Tin Cup,45000000,53854588.0,8854588.0,1,0,1,135.0,Comedy,3,"Comedy,Drama,Romance",1996-08-16,Ron Shelton,Kevin Costner
Dingo,Dingo,200000,300000.0,100000.0,1,0,1,109.0,Drama,6,"Drama,Music",1991-06-02,Rolf de Heer,Colin Friels
The Godfather,The Godfather,6000000,245066411.0,239066411.0,1,1,3,175.0,Drama,6,"Drama,Crime",1972-03-14,Francis Ford Coppola,Marlon Brando
Police Story 3: Supercop,警察故事 III：超級警察,900000,20483423.0,19583423.0,1,1,4,95.0,Action,0,"Action,Crime,Thriller",1992-07-04,Stanley Tong,Jackie Chan
Manny & Lo,Manny & Lo,500000,431326.0,-68674.0,0,0,1,88.0,Drama,6,"Drama,Comedy",1996-01-22,Lisa Krueger,Mary Kay Place
Bound,Bound,4500000,7011317.0,2511317.0,1,0,1,108.0,Crime,4,"Crime,Drama,Romance,Thriller",1996-09-13,Lana Wachowski,Jennifer Tilly
The Relic,The Relic,60000000,33956608.0,-26043392.0,0,0,1,110.0,Horror,11,"Horror,Mystery,Thriller",1997-01-10,Peter Hyams,Penelope Ann Miller
The Island of Dr. Moreau,The Island of Dr. Moreau,40000000,49627779.0,9627779.0,1,0,1,96.0,Fantasy,8,"Fantasy,Horror,Science Fiction",1996-08-23,John Frankenheimer,Marlon Brando
Bulletproof,Bulletproof,25000000,22611954.0,-2388046.0,0,0,1,84.0,Action,0,"Action,Adventure,Comedy,Thriller",1996-09-06,Ernest R. Dickerson,Damon Wayans
Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,5000000,15116634.0,10116634.0,1,1,1,88.0,Horror,11,"Horror,Thriller",1995-09-29,Joe Chappelle,Donald Pleasence
Singin' in the Rain,Singin' in the Rain,2540800,7200000.0,4659200.0,1,0,1,103.0,Comedy,3,"Comedy,Music,Romance",1952-04-10,Stanley Donen,Gene Kelly
An American in Paris,An American in Paris,2723903,4500000.0,1776097.0,1,0,3,113.0,Drama,6,"Drama,Comedy,Music,Romance",1951-08-08,Vincente Minnelli,Gene Kelly
Breakfast at Tiffany's,Breakfast at Tiffany's,2500000,9500000.0,7000000.0,1,0,2,110.0,Comedy,3,"Comedy,Drama,Romance",1961-10-05,Blake Edwards,Audrey Hepburn
Vertigo,Vertigo,2479000,28000000.0,25521000.0,1,0,1,128.0,Mystery,13,"Mystery,Romance,Thriller",1958-05-09,Alfred Hitchcock,James Stewart
Rear Window,Rear Window,1000000,36764313.0,35764313.0,1,0,1,112.0,Drama,6,"Drama,Mystery,Thriller",1954-08-01,Alfred Hitchcock,James Stewart
It Happened One Night,It Happened One Night,325000,4500000.0,4175000.0,1,0,1,105.0,Comedy,3,"Comedy,Romance",1934-02-22,Frank Capra,Clark Gable
North by Northwest,North by Northwest,4000000,13275000.0,9275000.0,1,0,1,136.0,Mystery,13,"Mystery,Thriller",1959-07-07,Alfred Hitchcock,Cary Grant
The Apartment,The Apartment,3000000,25000000.0,22000000.0,1,0,1,125.0,Comedy,3,"Comedy,Drama,Romance",1960-06-15,Billy Wilder,Jack Lemmon
Some Like It Hot,Some Like It Hot,2883848,25000000.0,22116152.0,1,0,1,122.0,Comedy,3,"Comedy,Romance",1959-03-18,Billy Wilder,Marilyn Monroe
Charade,Charade,4000000,13474588.0,9474588.0,1,0,4,113.0,Comedy,3,"Comedy,Mystery,Romance,Thriller",1963-12-05,Stanley Donen,Cary Grant
Casablanca,Casablanca,878000,10462500.0,9584500.0,1,0,4,102.0,Drama,6,"Drama,Romance",1942-11-26,Michael Curtiz,Humphrey Bogart
The Maltese Falcon,The Maltese Falcon,375000,1000000.0,625000.0,1,0,1,100.0,Mystery,13,"Mystery,Crime,Thriller",1941-11-18,John Huston,Humphrey Bogart
My Fair Lady,My Fair Lady,17000000,72070731.0,55070731.0,1,0,1,170.0,Drama,6,"Drama,Family,Music,Romance",1964-10-21,George Cukor,Audrey Hepburn
Sabrina,Sabrina,2238813,10000000.0,7761187.0,1,0,2,113.0,Comedy,3,"Comedy,Drama,Romance",1954-09-28,Billy Wilder,Humphrey Bogart
Roman Holiday,Roman Holiday,1500000,12000000.0,10500000.0,1,0,2,119.0,Comedy,3,"Comedy,Romance",1953-09-02,William Wyler,Gregory Peck
The Wizard of Oz,The Wizard of Oz,2777000,33754967.0,30977967.0,1,0,1,102.0,Adventure,1,"Adventure,Family,Fantasy",1939-08-15,Victor Fleming,Judy Garland
Gone with the Wind,Gone with the Wind,4000000,400176459.0,396176459.0,1,0,1,238.0,Drama,6,"Drama,Romance,War",1939-12-15,Victor Fleming,Vivien Leigh
Sunset Boulevard,Sunset Boulevard,1752000,5000000.0,3248000.0,1,0,1,110.0,Drama,6,Drama,1950-08-10,Billy Wilder,William Holden
Citizen Kane,Citizen Kane,839727,23217674.0,22377947.0,1,0,1,119.0,Mystery,13,"Mystery,Drama",1941-04-30,Orson Welles,Orson Welles
2001: A Space Odyssey,2001: A Space Odyssey,10500000,68700000.0,58200000.0,1,1,2,149.0,Science Fiction,15,"Science Fiction,Mystery,Adventure",1968-04-10,Stanley Kubrick,Keir Dullea
All About Eve,All About Eve,1400000,63463.0,-1336537.0,0,0,2,138.0,Drama,6,Drama,1950-11-09,Joseph L. Mankiewicz,Bette Davis
The Women,The Women,1688000,2270000.0,582000.0,1,0,2,133.0,Comedy,3,"Comedy,Drama",1939-01-01,George Cukor,Norma Shearer
Rebecca,Rebecca,1288000,6000000.0,4712000.0,1,0,2,130.0,Drama,6,"Drama,Mystery",1940-04-12,Alfred Hitchcock,Laurence Olivier
